(8:1.8374,((1:0.7877,6:0.8595):0.6610,(2:0.5855,(4:1.3859,7:1.1496):0.9233):1.0656):1.0167,(3:0.8454,5:0.8711):1.0112);
((4:0.8088,(5:1.1841,6:0.8590):0.6569):1.2355,(3:0.6890,7:1.0641):1.8604,(1:1.1681,(2:0.6219,8:0.9552):1.2040):0.6931);
(6:0.5751,(7:0.9587,(3:1.2536,4:2.3113):1.1412):0.5271,((1:0.5559,5:0.7076):1.2011,(2:1.5799,8:0.7749):0.5202):0.8932);
((6:0.5964,(2:1.2012,5:1.3043):0.7479):1.1315,(4:0.6889,7:1.1710):1.0358,(1:1.2201,(3:0.8491,8:0.7467):1.2914):1.0155);
(2:1.0138,(5:1.9284,(3:0.5853,6:1.0569):1.9117):0.6701,(8:0.6265,(7:0.5270,(1:0.8643,4:1.1642):0.9919):0.8677):0.7921);
(6:1.1974,((3:0.6159,4:0.5871):0.5561,(8:0.7981,(1:0.9001,7:0.8834):1.1206):0.7716):1.9577,(2:1.4064,5:0.6324):1.5731);
(6:1.0687,(5:0.8276,(2:0.9621,7:0.8481):0.6746):0.9136,((1:1.7612,4:1.0344):0.9096,(3:1.2036,8:0.8255):0.9819):0.9894);
((5:1.4596,(1:0.5803,4:1.2583):0.6558):1.6577,(2:0.6142,(3:0.8081,6:0.9295):1.3927):0.7126,(7:1.3478,8:0.5954):0.9878);
(6:0.5875,(2:0.9084,(5:0.9325,(1:1.4847,4:0.8199):0.9040):0.9072):1.7712,(3:1.2613,(7:1.0794,8:0.6922):0.6980):0.9537);
((5:0.8921,6:0.9950):1.1796,(4:0.6804,7:0.7263):0.7022,(1:1.1356,(8:2.2070,(2:0.7357,3:0.8756):0.7735):1.0826):1.0146);
(8:1.0265,(7:0.7133,(1:0.8660,(5:0.7035,6:0.6342):1.9466):1.1451):1.0065,(3:1.1071,(2:0.9504,4:0.6216):0.9598):1.3195);
((7:0.8477,(3:0.6203,(1:0.8791,8:1.7526):0.6377):0.6298):1.5628,(2:0.8231,6:0.5876):0.9146,(4:1.1307,5:1.6394):0.9745);
(6:1.8528,(5:0.8018,(4:0.6690,(1:1.0781,7:0.8454):0.8172):0.7669):0.8360,(2:0.6298,(3:1.6456,8:1.1861):0.9738):0.8975);
(2:0.7923,(4:0.7891,(3:0.7317,6:0.8025):0.7109):1.0784,(7:0.6568,(5:0.8991,(1:1.4309,8:0.6554):1.6307):2.1383):0.6840);
(5:1.3272,(6:0.9529,(4:0.7137,7:1.8872):0.9891):0.6820,(1:1.3900,(8:0.8739,(2:0.9115,3:0.7153):0.7566):0.7172):1.0834);
((1:0.8287,(4:0.9496,(2:1.2355,3:0.7364):1.5730):0.6868):0.8357,(6:0.6692,7:0.9282):2.2058,(5:0.9304,8:0.6324):0.7883);
(6:0.6985,(3:0.5813,(4:1.2268,(1:0.6737,5:0.6762):0.9168):1.6055):0.8752,(8:0.8835,(2:0.9434,7:1.9005):1.4301):0.5886);
(4:0.5022,((3:0.9241,(1:0.7727,6:0.6891):0.4333):0.4576,(5:0.5347,7:4.2871):1.5597):0.8803,(2:0.7064,8:0.4520):0.8009);
(8:0.8616,((1:1.0151,6:0.8374):1.0075,(3:1.2186,(2:1.2887,7:0.6856):1.4211):1.0292):0.9688,(4:0.8360,5:0.8951):0.9354);
((3:0.6491,6:1.0455):0.6818,(2:0.6558,4:1.1312):0.5893,(7:0.6198,(1:0.9741,(5:1.5540,8:1.1421):2.4480):0.7418):0.7675);
(8:0.9610,((1:0.7443,7:0.7931):0.6431,(5:0.7656,(2:1.3763,4:1.4672):1.1731):0.8612):1.1657,(3:1.0986,6:0.9262):1.0246);
(8:0.6831,((1:0.8421,5:0.6246):0.7677,(3:1.0877,4:0.7620):0.9664):0.6952,(6:1.4388,(2:1.5950,7:0.7264):0.9574):1.8536);
(8:0.6638,((1:0.8219,(3:1.0970,5:0.7339):1.0488):1.1130,(2:0.6550,4:1.5888):0.8002):0.9576,(6:1.1064,7:0.8115):1.6020);
((1:0.6393,(4:1.1459,5:1.4297):0.6343):1.2715,(6:0.6371,(2:1.2814,3:0.6833):0.8374):1.0460,(7:0.9421,8:1.8012):0.6508);
(3:1.0453,(4:0.6989,(5:1.1897,(1:0.7979,6:0.7447):0.7609):1.9002):0.7641,(8:1.4364,(2:0.7079,7:0.8825):1.0577):1.0139);
((6:0.9787,(1:0.8060,2:0.7492):0.7977):2.3071,(5:0.7086,(4:1.5382,7:0.7184):0.7641):1.3153,(3:0.6068,8:1.1054):0.6046);
(7:0.9195,(5:1.3008,(3:0.8163,(1:0.9512,4:1.6905):0.8780):0.6773):1.0116,(8:0.9846,(2:1.2739,6:1.0871):0.7326):0.6766);
(2:0.6530,(5:1.1001,(6:1.0199,7:1.0464):0.8466):1.1137,(1:0.7453,(4:0.8449,(3:1.4614,8:1.5771):0.6965):1.1628):0.7322);
(4:1.2432,(7:0.7353,(5:1.8548,6:0.8487):0.8144):0.8265,(1:1.0096,(2:1.1532,(3:0.9429,8:0.7651):1.0055):0.9180):0.8829);
(8:0.6399,((1:1.5377,4:1.1973):0.6733,(2:0.8437,(3:0.7013,7:0.6746):3.0436):0.5109):1.0739,(5:0.4587,6:0.9883):0.6568);
(8:0.6165,(1:1.0924,(7:1.0863,(4:0.7039,5:0.7490):1.1808):0.8234):0.7925,(3:0.9034,(2:0.7112,6:1.0491):1.2868):2.0045);
((5:1.0838,(6:1.8873,(1:1.1552,4:0.7602):0.8838):0.9128):1.2511,(3:1.0453,7:0.7229):0.7405,(2:0.8589,8:0.8125):0.8856);
(5:1.4217,(7:1.3184,(2:0.7523,6:0.7750):0.9831):0.7852,((1:1.9318,4:0.6844):0.6439,(3:1.9162,8:0.5901):0.5919):0.6061);
(7:0.7243,(5:0.7420,(1:1.7151,(2:0.6928,3:0.8552):1.4638):0.8226):0.9368,(8:0.8739,(4:0.9899,6:0.9780):0.9749):1.2307);
((6:1.1296,(1:0.8118,(3:1.3384,4:0.9571):0.8716):1.1241):1.0339,(5:0.7520,7:0.6544):0.7422,(2:1.5624,8:0.8105):1.2119);
(6:1.0817,(5:0.8245,(8:1.2075,(1:0.9456,3:0.8506):0.9083):1.2631):0.7140,(2:1.3211,(4:1.1219,7:0.6744):1.2601):0.8273);
((1:0.7896,(4:0.8497,(3:1.2704,7:0.7164):2.6734):0.6773):0.6871,(2:0.7409,6:0.5594):0.6408,(5:0.8577,8:1.3131):1.2243);
(2:1.8704,(4:0.6682,(3:1.0393,6:1.2262):0.5773):0.9190,(1:1.0293,(7:0.8579,(5:1.2685,8:0.5115):1.3630):0.8814):0.7880);
(4:0.9387,((1:1.1973,6:0.6864):1.4930,(2:0.9108,7:1.0396):0.5340):1.1769,(8:1.1570,(3:1.0309,5:0.9711):1.0573):0.8071);
(3:1.3316,((1:0.7297,(5:1.8165,7:0.6051):0.5831):1.3944,(4:0.9704,6:0.6340):0.9507):0.7578,(2:1.2396,8:0.9799):1.0071);
(5:1.1132,(1:0.6107,(3:0.6168,(6:2.3765,7:2.1942):0.7774):0.5871):0.8754,(2:0.5794,(4:0.6958,8:0.6829):1.3117):0.5788);
(3:0.7443,(2:0.6027,(5:1.5314,6:0.8273):1.5251):0.9933,(1:1.1651,(7:0.8290,(4:1.1149,8:0.7006):0.5719):1.4153):0.9792);
(3:0.8788,(2:0.5507,(4:1.6458,6:0.9664):1.2144):1.3260,(7:1.2578,(1:0.6633,(5:0.4933,8:1.6244):1.1951):0.6314):0.5524);
(3:0.7669,(1:1.7391,(6:2.0280,(2:1.3393,7:0.7452):1.1181):1.1785):0.5912,(4:0.6563,(5:0.6506,8:0.7142):0.6242):0.8485);
(8:0.8115,(4:0.7945,(6:1.0210,(1:1.4402,2:0.7599):1.1392):0.7837):0.7034,(7:1.6699,(3:0.7893,5:0.7791):1.4647):0.8434);
(7:1.1259,(2:0.7657,(3:0.5385,(1:1.1797,8:0.8115):1.3459):0.5978):0.4998,(5:1.0889,(4:1.2540,6:0.6205):2.2148):0.9569);
((6:1.1214,(2:0.8585,(1:0.6516,3:1.9167):0.8446):0.9029):1.4154,(5:1.2113,7:0.6613):0.6875,(4:0.8351,8:0.8071):1.0867);
((3:0.4820,(4:0.8736,5:0.6225):0.7069):1.1257,(2:0.5389,7:1.2952):0.8795,(1:1.7682,(6:1.1521,8:0.6634):1.6763):1.2157);
(6:0.9564,(5:2.4755,(4:0.5790,7:1.1066):1.1027):1.2160,(8:1.0578,(1:0.5583,(2:1.2152,3:0.5269):0.6616):0.6592):0.8846);
(6:0.8506,(7:0.6862,(2:1.4421,4:0.8394):0.6462):1.0063,((1:1.4444,3:1.5408):1.7421,(5:0.6968,8:0.6413):0.8115):0.6521);
(3:0.5333,(2:0.8375,(4:0.9510,7:1.3495):1.1326):0.7530,(8:0.8598,(5:1.7420,(1:0.8072,6:0.9869):0.6806):1.6125):0.7541);
((3:0.8927,(1:0.5899,2:0.8492):1.7868):1.5225,(4:1.1166,(5:0.7727,7:1.0316):1.3718):0.7712,(6:0.5906,8:1.0486):0.6558);
((1:0.8804,(4:1.1202,(2:0.5911,6:0.7020):0.7154):1.9050):0.6336,(3:1.1779,5:0.9093):0.6448,(7:1.3884,8:1.6659):0.6660);
(6:0.7792,(3:0.8473,(2:1.0058,(1:1.3474,8:0.8599):1.0531):0.6489):0.8450,(4:0.6779,(5:1.0196,7:0.7468):1.0468):2.1223);
(7:1.3456,(3:1.3379,(2:0.6102,(1:0.5723,6:0.5778):1.1527):1.4714):0.7238,(8:1.4558,(4:1.0490,5:1.0425):0.9518):0.7093);
(2:0.8400,(4:1.0686,(3:0.8221,5:0.7020):0.7852):0.9288,(8:1.3734,(7:2.0383,(1:0.8538,6:0.8048):0.7924):0.7208):1.2699);
((5:0.5477,(2:1.0468,(1:1.6984,7:1.2889):0.8181):0.5556):0.8314,(3:0.5428,6:1.3044):1.0129,(4:1.0689,8:0.5592):1.7249);
(7:1.2386,(3:0.8498,(4:0.6222,(1:1.0528,2:0.6385):1.2246):0.7345):1.1599,(8:1.7165,(5:0.6468,6:0.9026):1.5761):0.6372);
((3:0.8734,(4:0.4911,(1:1.5708,5:0.6756):0.5558):0.5384):1.0551,(2:1.2189,7:1.7236):0.5737,(6:2.3289,8:0.5088):0.8860);
(6:1.7521,((2:0.7037,5:0.9615):1.9161,(1:0.7662,8:1.6283):1.0596):0.7830,(4:0.5689,(3:0.5813,7:0.5918):0.8380):0.8496);
(8:1.8165,((2:1.0883,(1:0.7407,4:0.5646):0.6156):1.2184,(5:0.5186,6:0.8772):0.5260):2.8490,(3:0.5122,7:0.6915):0.9812);
((2:0.9614,7:0.5418):0.8075,(3:1.7759,4:1.0849):1.2607,(8:0.7792,(5:1.1003,(1:1.1712,6:0.5668):1.1081):1.0977):0.7446);
(6:0.8985,((2:1.4003,4:0.6927):0.7093,(8:0.6358,(1:0.6827,3:1.0344):1.5858):0.8727):0.7957,(5:0.8247,7:0.9819):1.8855);
(4:1.1222,(7:0.9030,(5:1.1272,6:0.8711):0.6388):1.9954,(8:0.9342,(3:0.9078,(1:0.7650,2:0.6672):0.9060):0.7604):1.4017);
((1:0.7380,(5:0.7766,(3:0.8974,6:0.8561):0.7693):0.8677):1.4717,(4:0.7062,7:1.2398):1.9721,(2:0.8401,8:1.0417):0.8234);
((6:0.7593,7:2.0245):1.2733,(2:1.7193,5:0.6421):0.5001,(4:0.7068,(8:0.7809,(1:0.7228,3:0.6875):2.1961):0.4637):0.5237);
(5:1.2847,(3:0.8320,(4:0.9229,(1:0.8979,2:0.7489):0.9665):1.5162):1.1173,(6:1.2335,(7:0.6692,8:1.4026):0.7254):0.6830);
(4:0.9650,(6:0.8392,(5:0.8181,(1:0.8273,8:0.8230):2.2765):1.4675):0.7321,(2:0.6941,(3:1.2203,7:0.7091):0.9708):0.6570);
(((1:1.5242,2:0.6140):0.8863,(3:0.6618,6:0.7479):0.9415):1.7963,(4:0.6664,5:0.8533):0.8240,(7:0.7023,8:1.5733):1.2088);
(6:0.5001,((1:1.7364,(3:0.9398,7:1.8088):0.8446):1.1819,(2:0.7286,4:1.4952):0.7978):0.7666,(5:0.9537,8:0.6505):0.5962);
(5:1.0108,(4:1.2523,(1:0.5921,(2:0.6709,3:1.7299):1.2619):0.7176):1.3891,(6:1.0165,(7:1.0469,8:0.6306):0.7102):0.9712);
(7:0.7814,(3:1.5400,(4:1.7993,6:0.6918):1.4415):1.4302,(1:0.6391,(2:0.5586,(5:0.9606,8:0.8645):0.5909):0.6359):1.0662);
(3:0.6572,(4:0.9329,(1:0.9136,(2:0.5921,5:2.7607):1.0378):0.6124):1.2426,(8:1.0848,(6:1.2376,7:0.6358):0.7050):0.5875);
(5:1.2518,((2:0.8649,(1:0.6576,4:1.0739):1.2876):0.9114,(3:1.0725,7:0.7534):0.7817):1.7788,(6:0.8732,8:0.9979):0.6953);
((4:0.8897,5:0.6324):1.0766,(2:1.0792,7:0.7354):0.6668,(1:1.0349,(3:0.9355,(6:1.7918,8:0.7992):2.0513):0.7077):0.5995);
(4:0.6786,(3:0.9407,(2:0.8474,6:0.8999):0.7052):1.4259,(7:0.6827,(8:0.9604,(1:2.1666,5:0.8050):0.8218):1.3345):0.7313);
(5:0.6176,(1:1.5793,(4:0.6642,(2:0.8556,3:0.6069):0.9635):0.7675):1.5978,(8:0.9586,(6:1.9757,7:0.5667):1.0592):0.7873);
((6:0.5434,(7:1.8677,(1:1.7371,3:0.8490):0.9790):1.7504):0.4944,(2:0.5792,5:1.1242):0.9046,(4:0.8154,8:0.7639):0.5917);
((3:0.8131,(5:0.8382,(1:0.9909,8:0.6503):0.7396):2.0622):0.6036,(4:0.9318,6:1.0152):1.3510,(2:0.6497,7:1.6786):0.6758);
((2:0.8695,(1:0.5470,8:0.6722):1.5854):0.9867,(5:1.1256,(4:1.0201,7:0.6512):0.5065):0.8014,(3:1.7791,6:0.8350):1.6203);
(4:0.7224,(6:0.5850,(2:0.6749,(1:0.5892,7:1.2115):0.6039):1.3290):0.8338,(8:1.3370,(3:1.3846,5:1.4883):0.9654):1.2750);
(7:0.5973,(6:0.8722,(1:1.0722,(5:0.5982,8:2.0527):0.8275):0.8564):0.9646,(2:1.0511,(3:0.9976,4:0.8323):1.1718):1.1061);
(4:1.9907,((2:0.6847,6:0.7439):1.1507,(3:0.6094,(1:0.8004,8:0.9225):0.6953):1.8760):0.5510,(5:0.6092,7:0.9051):1.4611);
(8:1.1761,((1:0.8161,7:1.1877):1.6966,(2:0.6468,3:0.8982):0.8922):1.2830,(6:0.6101,(4:1.0133,5:1.4073):0.6680):0.7046);
(4:0.6936,(1:0.8158,(5:1.0079,(2:1.3379,6:0.9982):1.9976):0.9985):0.8575,(3:0.6772,(7:0.6390,8:0.8939):1.3906):0.6925);
((5:1.7715,(7:1.1251,(1:1.0354,6:0.7077):1.0022):2.4265):0.6143,(2:0.8811,4:0.9239):0.6376,(3:0.7928,8:0.5401):0.5418);
(8:0.6484,(1:1.0407,(3:0.9974,(4:0.9539,5:1.9403):1.7559):0.7234):1.0242,(7:0.8751,(2:0.5316,6:1.0672):0.8138):0.6281);
(6:1.4456,(1:0.6187,(3:0.7620,(2:0.8025,5:0.8378):0.8140):0.7742):0.7961,(8:1.0990,(4:2.0546,7:1.0783):1.2535):0.6637);
(3:0.6887,((1:1.5601,4:1.5126):0.7232,(6:0.8053,7:0.8696):0.8821):0.8620,(2:0.9556,(5:1.0244,8:1.6103):0.7814):0.7247);
(((1:1.7701,5:0.6868):0.5868,(2:0.5440,7:0.6996):0.6247):2.4537,(3:0.7710,6:1.0829):0.8555,(4:0.7379,8:0.7849):1.4022);
(3:0.7586,((1:0.7605,7:0.6027):0.8316,(4:1.6099,5:1.5310):0.6165):0.6714,(2:1.5836,(6:0.6780,8:0.9044):1.7635):0.6882);
(2:0.7953,((1:0.7860,3:0.7059):0.9658,(4:0.7188,6:0.7392):1.4698):0.7008,(5:0.8605,(7:0.8971,8:0.7994):1.5064):2.0551);
(8:0.7104,(1:1.0602,(5:0.7249,(2:1.1445,7:1.3255):0.7996):1.4211):0.6611,(6:1.0235,(3:0.7702,4:1.5941):1.1487):0.6162);
(2:0.7076,((3:1.1594,5:0.5314):0.9926,(4:0.5309,(1:0.5147,8:0.6643):0.5943):1.9346):2.3019,(6:1.3795,7:1.0425):0.6463);
(5:0.5996,(6:1.0251,(3:1.9559,7:0.5805):0.5980):0.6921,(1:1.4001,(2:0.7967,(4:1.4687,8:0.9376):0.7142):1.5347):0.6969);
(6:0.6149,(3:0.8933,(4:0.8583,(1:1.0291,2:0.9549):0.5864):0.6848):2.2781,(8:0.8906,(5:0.5663,7:1.4810):1.3566):0.8058);
(2:0.7217,(3:0.9335,(6:1.2296,7:1.5203):1.1183):0.7671,((1:1.3449,5:0.6708):0.6216,(4:0.7952,8:1.0391):1.0217):1.2163);
((1:0.9673,(5:0.9918,6:1.1928):1.4628):1.5171,(3:0.7213,(2:1.0021,7:0.9794):0.6289):1.0289,(4:0.6782,8:0.7365):1.0930);
(7:0.8933,(1:0.7355,(2:0.6593,(3:1.3865,4:1.2435):0.8102):1.5948):0.7719,(8:1.5830,(5:1.0597,6:0.7549):0.5846):0.9227);
(4:0.7086,(6:1.1275,(2:1.2820,3:0.5775):0.6727):0.9712,(1:0.8552,(7:1.2006,(5:1.6563,8:1.5104):0.7024):0.9714):0.7641);
((7:0.6127,(6:0.6183,(1:0.7590,2:0.9195):0.8466):0.8204):0.6242,(3:3.1073,5:0.8327):0.7506,(4:0.6693,8:1.0772):1.3622);
(5:0.6361,(1:1.0910,(6:0.8678,(2:0.5219,3:0.6873):1.5450):1.3162):0.5959,(8:0.9697,(4:1.2921,7:0.9832):1.0446):1.4491);
(3:1.2595,(5:0.8296,(1:1.2681,(6:1.5615,8:0.8477):0.7773):1.1891):1.1429,(4:0.7811,(2:0.8201,7:0.8032):0.8094):0.9104);
(5:1.0781,(7:0.8185,(2:1.0470,3:0.6625):0.9812):1.8952,(1:0.5514,(4:1.4488,(6:1.3550,8:0.5894):0.7902):1.0452):0.7375);
(4:0.8893,(1:0.5587,(5:0.9405,(3:1.2572,7:0.8987):0.7702):1.3007):1.1975,(8:0.8814,(2:0.6632,6:1.5365):0.6138):1.4922);
(7:0.8635,(6:0.8800,(3:0.5908,(1:0.7193,2:1.9724):0.5635):0.7085):1.5652,(8:0.6999,(4:1.2127,5:1.2332):1.0104):0.9808);
(8:0.8145,(7:0.7119,(4:0.8193,(1:0.8343,2:0.9383):0.9750):1.3791):1.0019,(6:1.0549,(3:0.6169,5:1.5894):1.5342):0.7304);
(7:0.6503,(5:0.9666,(1:0.5895,(4:0.8303,8:1.5205):0.7672):0.6548):1.0190,(2:0.5999,(3:0.9034,6:1.4935):2.3653):0.6396);
(7:0.7528,(3:0.8006,(5:0.7322,(1:0.6908,4:1.2474):1.0909):0.9691):0.9137,(6:0.7890,(2:0.8340,8:1.3614):1.5910):1.2272);
(2:0.6792,(6:0.5764,(1:1.3024,(4:0.6791,7:0.7504):0.9087):1.2321):1.6711,(5:1.1309,(3:0.8283,8:0.8123):1.3641):1.0649);
(7:0.7376,(2:0.9888,(4:0.6361,(1:1.0806,5:0.7547):0.6742):2.1963):0.9194,(8:0.7451,(3:1.2058,6:1.3347):0.8904):0.8362);
((5:1.1526,(3:0.6612,(1:1.7151,6:1.0006):1.0912):1.0379):0.8651,(2:0.7928,7:1.3159):0.8131,(4:1.1008,8:0.6466):0.8070);
(8:0.8173,((1:0.5383,2:0.8059):0.9428,(6:1.2027,7:0.8235):1.1565):1.5465,(5:0.9581,(3:1.5864,4:0.5207):0.9719):1.1294);
((5:0.7648,(6:1.0189,(1:0.7558,2:1.1522):1.5367):0.5078):0.6521,(3:1.2966,4:0.7524):0.5318,(7:2.3656,8:0.5703):1.0948);
(6:0.7257,(5:0.7155,(3:0.5829,(1:0.9212,2:0.6768):1.8591):1.8801):0.6717,(8:0.8747,(4:1.7951,7:0.4903):0.4952):1.3118);
((4:1.1335,(8:0.6553,(1:0.7764,2:0.8223):1.7752):0.6932):0.8597,(3:1.1803,6:1.4163):0.8158,(5:0.6584,7:0.7683):1.4454);
(5:1.7041,(6:1.5622,(3:0.7810,7:0.7587):0.6458):0.6909,(8:1.1583,(4:1.5460,(1:0.8807,2:0.9197):0.9504):0.7166):0.6856);
(6:0.7663,((1:0.6033,5:2.2405):0.9919,(3:0.7103,7:1.4272):0.9730):1.2231,(2:0.6911,(4:0.5963,8:0.7883):0.8903):1.0983);
(6:0.8666,(2:0.7763,(3:0.7747,(1:0.7658,5:0.7634):1.6735):1.9971):0.9146,(8:1.1506,(4:0.8810,7:0.9863):0.7702):0.6799);
((2:1.1530,(3:1.2119,(1:0.7719,6:0.7320):0.8097):1.2539):1.3318,(4:0.8565,5:1.7159):0.6961,(7:0.9917,8:0.8551):0.6204);
(5:1.1554,(4:1.1619,(6:0.4257,7:1.1487):0.8101):0.8991,((1:0.5310,2:0.9053):0.6688,(3:1.4111,8:0.9759):2.0974):0.8096);
(2:0.7908,(3:1.5871,(6:0.5951,7:1.1986):0.7976):0.9530,((1:0.7422,5:2.2087):0.6033,(4:0.7132,8:1.1245):0.5813):1.1045);
(7:0.7464,((3:0.7885,(1:1.4995,8:0.5908):0.7533):0.8609,(2:1.4803,6:0.6942):0.8099):1.1290,(4:0.6386,5:0.6834):2.3252);
(7:0.5836,(6:0.6576,(3:1.6228,5:1.2148):0.6121):0.9571,(1:0.9245,(4:0.9222,(2:1.2352,8:1.1663):0.8101):1.2369):1.0569);
(6:0.6540,(2:0.9525,(4:0.6394,(1:2.0046,8:0.9823):0.9486):1.5681):0.7224,(3:0.7801,(5:0.8617,7:1.3028):0.7990):0.7846);
(2:1.2144,(7:0.6708,(4:1.2245,(1:1.1352,8:0.6148):0.8812):1.6557):0.7830,(6:0.6387,(3:0.7151,5:1.1029):1.4095):0.9543);
(6:1.1577,(4:0.7448,(3:0.8994,5:1.5489):0.6642):1.1355,(7:0.7264,(1:1.2787,(2:1.1960,8:0.8725):1.3485):0.7168):0.7106);
(4:1.0111,(6:0.8671,(7:0.6142,(1:0.6601,8:1.1313):0.7840):1.3494):0.6481,(2:1.1026,(3:1.0260,5:2.1554):0.7514):0.8995);
(5:0.8798,((4:0.6160,(1:0.6441,2:0.8341):0.6625):1.0457,(3:2.0156,7:1.8011):0.9302):0.5974,(6:1.0390,8:0.6896):1.2451);
(((1:0.8293,7:0.6757):0.7789,(2:0.7523,5:1.8853):1.2618):0.5823,(3:0.7301,4:0.6046):1.0761,(6:1.6082,8:1.1651):1.0503);
(7:0.7506,(4:1.0778,(2:0.9188,6:1.4175):0.9469):0.8054,(8:2.4889,(3:0.7541,(1:0.7157,5:0.5295):0.7586):0.6931):1.1431);
(3:0.6282,(4:0.7451,(2:1.0989,7:1.0099):1.3311):0.6296,((5:0.9489,6:0.4795):0.7399,(1:1.9120,8:0.8682):1.1457):1.4628);
(8:0.8533,((1:1.0063,4:0.5508):0.6754,(5:1.5038,(6:0.9238,7:1.0480):0.8207):1.7346):0.7658,(2:1.4568,3:0.6235):1.0371);
((7:0.9467,(4:1.5356,5:0.6490):0.8504):0.7764,(2:0.7107,6:0.8490):1.3737,(8:1.4715,(1:1.0028,3:1.3673):0.7033):0.7636);
(3:1.3406,(5:0.8609,(2:0.9721,(1:0.7882,4:1.1090):0.6169):0.9945):0.7558,(6:1.5616,(7:0.5392,8:0.5364):0.9352):1.9895);
(4:1.0086,(1:2.5285,(2:0.6304,(3:0.7465,6:0.5785):0.8475):1.2204):1.0648,(8:2.1358,(5:0.5247,7:0.7248):0.4792):0.5104);
(((1:0.6961,6:0.7766):1.0254,(5:1.0138,7:0.9909):1.0562):1.2399,(3:0.9040,4:1.0415):1.0824,(2:0.8897,8:1.4022):0.8812);
(3:1.0656,(7:0.7834,(5:0.6663,6:1.0531):1.2656):0.7917,(8:1.1487,(4:0.6175,(1:1.0355,2:1.4314):1.0484):0.6750):1.4180);
(3:0.9727,(5:0.7401,(1:0.7505,(4:0.7326,6:0.8700):0.8458):1.4595):0.6838,(8:2.4560,(2:0.9986,7:0.6262):0.7935):1.0709);
(5:0.9214,(3:0.7421,(8:1.0130,(1:0.5881,6:1.0219):2.3115):0.9901):0.5369,(2:0.8886,(4:1.4814,7:0.5836):1.2522):0.6692);
((5:0.9598,7:0.8409):1.2255,(3:0.7897,4:0.7457):1.1431,((1:0.5772,6:2.0608):0.6426,(2:1.2143,8:0.6147):1.5430):0.6426);
((3:1.0673,(1:0.8160,(5:0.9101,6:1.3507):0.8931):0.7514):1.0418,(2:0.8064,4:1.5331):1.3195,(7:0.9586,8:0.8440):0.7081);
(2:0.9230,(5:0.8633,(7:0.8204,(1:2.1487,6:0.8022):1.1056):0.7371):1.1832,(4:0.5398,(3:0.6970,8:1.3270):0.8983):0.9547);
(2:1.9030,(7:1.2038,(6:0.9055,(1:0.6576,5:0.8249):0.7412):0.6701):0.6719,(4:0.7268,(3:0.8133,8:0.8981):2.3380):0.6459);
(6:1.0632,((5:0.7277,(3:0.9596,4:0.8324):1.4803):0.6857,(1:1.0684,8:0.7470):1.5084):1.1301,(2:1.1109,7:0.7609):0.9254);
(7:1.3609,(6:0.6887,(4:2.0071,(1:0.7696,8:0.7206):0.7214):0.6128):1.0130,(5:1.6849,(2:0.6128,3:0.9839):1.1532):0.6711);
((4:0.7789,5:0.6986):1.4419,(2:0.6609,3:0.6277):2.1850,(1:1.1393,(8:0.8140,(6:0.5766,7:1.8481):0.6450):0.7545):0.8296);
(6:0.5667,((1:0.5490,(4:1.9371,7:1.0470):0.7049):1.8093,(2:0.6109,5:0.7055):1.8462):0.5160,(3:1.6172,8:0.6206):0.4698);
(3:0.7730,(2:1.7290,(1:0.8294,(4:0.8339,7:0.7432):1.7720):0.8243):1.2563,(6:0.8863,(5:0.9259,8:0.8266):0.7735):0.8266);
((1:0.7693,(4:0.9931,6:1.5966):1.3787):0.9552,(5:1.0720,(2:0.6596,7:1.3098):0.7292):0.6253,(3:0.7185,8:1.3792):0.8135);
((3:3.1892,7:1.1575):0.5566,(2:0.8460,4:1.0008):0.6859,((1:0.8799,5:0.5923):0.6228,(6:0.5490,8:1.2170):0.5898):1.1132);
((5:0.5806,(1:0.5503,3:0.8162):2.3312):0.6682,(4:0.8599,(6:0.5988,7:0.7571):0.5772):0.7674,(2:0.8303,8:2.4886):1.1742);
(8:0.6845,((1:0.9033,4:1.2779):1.0565,(2:0.6840,3:1.4782):0.6687):0.6822,(5:0.7579,(6:1.0767,7:0.7187):0.6518):2.3594);
((2:0.5632,(4:0.4864,5:0.6005):1.4420):1.0814,(3:0.7380,6:1.0680):0.6748,(1:2.3481,(7:0.7787,8:0.5854):2.1291):0.5044);
(5:0.6765,(7:0.6058,(2:0.6797,(1:0.8197,8:0.5785):2.5227):1.0316):0.8173,(4:0.6370,(3:1.4319,6:1.7662):0.8299):0.6031);
(7:0.8457,(4:0.9883,(2:1.0903,6:0.8009):0.6658):0.6155,((1:1.2565,3:0.7889):1.1089,(5:0.7533,8:1.1099):2.2064):0.7697);
((1:0.6370,(6:0.8578,7:0.6465):0.6581):0.7234,(4:1.4742,(3:0.7517,5:1.4827):1.1548):1.7130,(2:0.7554,8:0.9738):1.1717);
(5:1.0351,(7:1.1204,(3:1.2158,(1:0.7435,2:1.5703):0.8744):1.2217):0.6659,(8:1.5724,(4:0.6580,6:0.7299):0.9016):0.6911);
(6:0.6502,(4:0.8523,(7:1.1995,(1:0.7630,3:0.7910):0.5829):0.9674):2.4146,(2:0.8691,(5:0.5462,8:0.9423):1.4222):0.9993);
(8:0.8953,(4:0.8465,(2:0.6331,(1:0.9159,6:1.1681):0.7945):1.5005):1.6598,(5:1.0463,(3:0.9322,7:1.1356):0.7691):0.7030);
